,Unnamed: 0,Route,Unnamed: 2,Conc,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Excipients
120,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycols (UNII: 3WJQ0SDW1A), ,,,20 in 1 BOTTLE;10 in 1 BOTTLE;30 in 1 BOTTLE;15 in 1 BOTTLE;06 in 1 BOTTLE;40 in 1 BOTTLE;60 in 1 BOTTLE;100 in 1 BOTTLE;14 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
121,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycols (UNII: 3WJQ0SDW1A), ,,,30 in 1 BOTTLE;15 in 1 BOTTLE;20 in 1 BOTTLE;90 in 1 BOTTLE;60 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
122,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
123,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;28 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;90 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
124,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
125,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,6 in 1 BOTTLE;10 in 1 BOTTLE;14 in 1 BOTTLE;20 in 1 BOTTLE;30 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
126,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,14 in 1 BOTTLE;6 in 1 BOTTLE;10 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
127,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,silicon dioxide (UNII: ETJ7Z6XBU4), ,crospovidone (UNII: 68401960MK), ,magnesium stearate (UNII: 70097M6I30), ,polyvinyl alcohol (UNII: 532B59J990), ,talc (UNII: 7SEV7J4R1U), ,titanium dioxide (UNII: 15FIX9V2JP), ,polyethylene glycol (UNII: 3WJQ0SDW1A), ,,,10 in 1 BOTTLE;14 in 1 BOTTLE;6 in 1 BOTTLE;20 in 1 BOTTLE;,"cellulose, microcrystalline ,starch, corn ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,talc "
128,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
129,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,POLYVINYL ALCOHOL (UNII: 532B59J990), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,POLYETHYLENE GLYCOL (UNII: 3WJQ0SDW1A), ,,,30 in 1 BLISTER PACK;,"cellulose, microcrystalline ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,starch, corn ,talc "
130,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,14 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
131,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,POLYVINYL ALCOHOL (UNII: 532B59J990), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,POLYETHYLENE GLYCOL (UNII: 3WJQ0SDW1A), ,,,6 in 1 BOTTLE;10 in 1 BOTTLE;14 in 1 BOTTLE;20 in 1 BOTTLE;60 in 1 BOTTLE;,"cellulose, microcrystalline ,crospovidone ,magnesium stearate ,polyvinyl alcohol ,silicon dioxide ,starch, corn ,talc "
132,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,14 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
133,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,12 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;7 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;90 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
134,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,10 in 1 BOTTLE; Type 0: Not a Combination Product;7 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;28 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
135,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,"6 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;14 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;20 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
136,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,4 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
137,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)",500 mg,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T),500 mg,MAGNESIUM STEARATE (UNII: 70097M6I30),500 mg,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)",500 mg,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B),500 mg,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)",500 mg,TITANIUM DIOXIDE (UNII: 15FIX9V2JP),500 mg,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)",500 mg,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
138,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,2 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
139,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)",250 mg,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T),250 mg,MAGNESIUM STEARATE (UNII: 70097M6I30),250 mg,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)",250 mg,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B),250 mg,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)",250 mg,TITANIUM DIOXIDE (UNII: 15FIX9V2JP),250 mg,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)",250 mg,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
140,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
141,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose, unspecified ,magnesium stearate ,microcrystalline cellulose ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
142,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,"20 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;10 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;30 in 1 BLISTER PACK; Type 0: Not a Combination Product;","cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
143,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,"STARCH, CORN (UNII: O8232NY3SJ)", ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SODIUM STARCH GLYCOLATE TYPE A CORN (UNII: AG9B65PV6B), ,"HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO)", ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,,,"20 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;14 in 1 BLISTER PACK; Type 0: Not a Combination Product;20 in 1 BLISTER PACK; Type 0: Not a Combination Product;30 in 1 BLISTER PACK; Type 0: Not a Combination Product;","cellulose, microcrystalline ,hypromellose, unspecified ,magnesium stearate ,modified corn starch  ,silicon dioxide ,sodium starch glycolate type a corn ,starch, corn "
